Date,Value,ConsolidationLevel_U,DomesticForeign_A,DomesticForeign_I,DomesticForeign_T,Currency_CHF,Currency_EM,Currency_EUR,Currency_JPY,Currency_T,Currency_U,Currency_USD,BankingGroup_A10,BankingGroup_A25,BankingGroup_A30,BankingGroup_G10,BankingGroup_G15,BankingGroup_G20,BankingGroup_G25,BankingGroup_G35,BankingGroup_G45,BankingGroup_G65,BankingGroup_G70,BankingGroup_S10,Decade
1987,-0.16738424592133522,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1980
1987,-0.2873507905867482,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1980
1987,0.6067066945575973,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980
1987,0.03047081751569535,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1980
1987,-0.3091118782920591,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1980
1987,-0.11820197028290003,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980
1987,-0.32680985452717837,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1980
1987,-0.32925913279223384,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1980
1987,-0.32420443835390417,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1980
1987,-0.3292452034461634,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1980
1987,-0.3281562478283715,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1980
1987,-0.32925913279223384,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1980
1987,-0.26160124220237624,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1980
1987,-0.3117526858032098,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1980
1987,-0.009575993426624435,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980
1987,-0.3187935320914405,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1980
1987,-0.32912120541651807,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1980
1987,-0.3210477670559272,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980
1987,-0.3292533556984813,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1980
1987,-0.32925913279223384,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1980
1987,-0.32907677667406343,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1980
1987,-0.32925913279223384,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1980
1987,-0.32923352533734185,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1980
1987,-0.32925913279223384,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1980
1987,-0.32770875910314995,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1980
1987,-0.3291478927571677,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1980
1987,-0.31898655724485575,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980
